date,series_id,value,value_10yravg,sd_10yravg,value_1yravg,sd_1yravg,zscore_10yravg,zscore_1yravg
2010-01-01,MEDCPIM158SFRBCLE,0.680110845940707,NA,NA,NA,NA,NA,NA
2010-02-01,MEDCPIM158SFRBCLE,-0.10662785426794899,NA,NA,NA,NA,NA,NA
2010-03-01,MEDCPIM158SFRBCLE,-0.28606424629804605,NA,NA,NA,NA,NA,NA
2010-04-01,MEDCPIM158SFRBCLE,0.45261625417847295,NA,NA,NA,NA,NA,NA
2010-05-01,MEDCPIM158SFRBCLE,0.27574788971958,NA,NA,NA,NA,NA,NA
2010-06-01,MEDCPIM158SFRBCLE,1.2647526767523898,NA,NA,NA,NA,NA,NA
2010-07-01,MEDCPIM158SFRBCLE,0.632305068442718,NA,NA,NA,NA,NA,NA
2010-08-01,MEDCPIM158SFRBCLE,0.43020593403721996,NA,NA,NA,NA,NA,NA
2010-09-01,MEDCPIM158SFRBCLE,1.53627227687154,NA,NA,NA,NA,NA,NA
2010-10-01,MEDCPIM158SFRBCLE,1.1260905710720202,NA,NA,NA,NA,NA,NA
2010-11-01,MEDCPIM158SFRBCLE,1.31829898066591,NA,NA,NA,NA,NA,NA
2010-12-01,MEDCPIM158SFRBCLE,1.3933802807539999,NA,NA,0.726424056489047,0.6027563913113232,NA,-1.1065104142885323
2011-01-01,MEDCPIM158SFRBCLE,2.27322625990496,NA,NA,0.8591836743194013,0.7492674415985879,NA,-1.8872334590819133
2011-02-01,MEDCPIM158SFRBCLE,2.8169688979258902,NA,NA,1.1028167370022213,0.8719500054303454,NA,-1.9658835371847496
2011-03-01,MEDCPIM158SFRBCLE,1.74418998266395,NA,NA,1.272004589415721,0.7688326353691745,NA,-0.6141588839052041
2011-04-01,MEDCPIM158SFRBCLE,2.24921919600376,NA,NA,1.4217215012344948,0.7696935123498154,NA,-1.0751002593785388
2011-05-01,MEDCPIM158SFRBCLE,2.3058155396238997,NA,NA,1.5908938053931883,0.716154164521868,NA,-0.9982790991769498
2011-06-01,MEDCPIM158SFRBCLE,1.92672807632472,NA,NA,1.6460584220242156,0.7142410888861881,NA,-0.39296206654561183
2011-07-01,MEDCPIM158SFRBCLE,2.5370313756665,NA,NA,1.8047856142928642,0.6792608781894054,NA,-1.0780037315345814
2011-08-01,MEDCPIM158SFRBCLE,3.1779707716990093,NA,NA,2.0337660174313466,0.6354906927232296,NA,-1.8005059198655953
2011-09-01,MEDCPIM158SFRBCLE,2.49197707942446,NA,NA,2.1134080843107568,0.6273085130178355,NA,-0.6034813608578266
2011-10-01,MEDCPIM158SFRBCLE,2.02226514469577,NA,NA,2.1880892987794023,0.5473290047220829,NA,0.3029697908442341
2011-11-01,MEDCPIM158SFRBCLE,1.8470137988752198,NA,NA,2.2321488669635117,0.48913297932332167,NA,0.7873831542111452
2011-12-01,MEDCPIM158SFRBCLE,2.37433305779156,NA,NA,2.3138949317166415,0.41211829278815393,NA,-0.1466523741667207
2012-01-01,MEDCPIM158SFRBCLE,3.19808928450254,NA,NA,2.3909668504331067,0.48402865284578384,NA,-1.6675096181270705
2012-02-01,MEDCPIM158SFRBCLE,1.6845519133678302,NA,NA,2.2965987683866014,0.5034247623179755,NA,1.21576628889023
2012-03-01,MEDCPIM158SFRBCLE,2.42029632056173,NA,NA,2.3529409632114167,0.4728880039734977,NA,-0.14243405792566527
2012-04-01,MEDCPIM158SFRBCLE,2.2851338427891696,NA,NA,2.355933850443534,0.47228514301328733,NA,0.14990945343451667
2012-05-01,MEDCPIM158SFRBCLE,1.7320720722101297,NA,NA,2.30812189482572,0.5056809716055288,NA,1.1391566124915509
2012-06-01,MEDCPIM158SFRBCLE,1.92206327761144,NA,NA,2.307733161599613,0.5060025056760996,NA,0.7621896723077626
2012-07-01,MEDCPIM158SFRBCLE,2.08371119432122,NA,NA,2.26995647982084,0.5042462540420508,NA,0.36935383060691673
2012-08-01,MEDCPIM158SFRBCLE,2.4238660191344503,NA,NA,2.207114417107127,0.42089901895749376,NA,-0.5149729323774286
2012-09-01,MEDCPIM158SFRBCLE,2.2866037427289303,NA,NA,2.189999972382499,0.41235165835614473,NA,-0.23427520755353723
2012-10-01,MEDCPIM158SFRBCLE,1.8750476631537398,NA,NA,2.1777318489206636,0.41991630054201634,NA,0.7208202810327378
2012-11-01,MEDCPIM158SFRBCLE,2.0721553787935503,NA,NA,2.1964936472471908,0.4086757545104031,NA,0.3042467459382286
2012-12-01,MEDCPIM158SFRBCLE,1.7906501656690201,NA,NA,2.147853406236979,0.42015864910784967,NA,0.8501627690550511
2013-01-01,MEDCPIM158SFRBCLE,2.74180750368704,NA,NA,2.109829924502354,0.32673353649060977,NA,-1.934229298812272
2013-02-01,MEDCPIM158SFRBCLE,2.45154222786008,NA,NA,2.173745784043375,0.3105985290671373,NA,-0.8943907257096446
2013-03-01,MEDCPIM158SFRBCLE,1.21535791179703,NA,NA,2.07333424997965,0.4042857159552999,NA,2.122202947871358
2013-04-01,MEDCPIM158SFRBCLE,2.088884185994,NA,NA,2.056980111913386,0.39887222611137363,NA,-0.07998569966038628
2013-05-01,MEDCPIM158SFRBCLE,1.9563823322529,NA,NA,2.0756726335836166,0.3873513010886269,NA,0.3079641167990367
2013-06-01,MEDCPIM158SFRBCLE,2.13725043962469,NA,NA,2.0936048970847208,0.3845645156973536,NA,-0.11349342115151748
2013-07-01,MEDCPIM158SFRBCLE,2.00320004740069,NA,NA,2.0868956348413437,0.3854541023452676,NA,0.21713502835075246
2013-08-01,MEDCPIM158SFRBCLE,2.1480298989162,NA,NA,2.0639092914898227,0.37150448544312825,NA,-0.2264322793466104
2013-09-01,MEDCPIM158SFRBCLE,2.23216017314456,NA,NA,2.0593723273577917,0.3688606464864578,NA,-0.46843665062304735
2013-10-01,MEDCPIM158SFRBCLE,1.16372929089217,NA,NA,2.000095796335994,0.44951249584877745,NA,1.8606079100528274
2013-11-01,MEDCPIM158SFRBCLE,2.60550640737742,NA,NA,2.04454171538465,0.4824464615669153,NA,-1.1627501426186007
2013-12-01,MEDCPIM158SFRBCLE,2.8446440822717203,NA,NA,2.1323745417682085,0.5259993160086984,NA,-1.3541263625744582
2014-01-01,MEDCPIM158SFRBCLE,2.4063265035218797,NA,NA,2.104417791754445,0.49887967839562497,NA,-0.605173401206399
2014-02-01,MEDCPIM158SFRBCLE,2.3508313464702497,NA,NA,2.0960252183052925,0.4933253869049565,NA,-0.5165072281472671
2014-03-01,MEDCPIM158SFRBCLE,2.8589766754357098,NA,NA,2.2329934486085157,0.4531170608182556,NA,-1.3815044299960155
2014-04-01,MEDCPIM158SFRBCLE,2.21493222879676,NA,NA,2.2434974521754127,0.4509283855506942,NA,0.0633475831062791
2014-05-01,MEDCPIM158SFRBCLE,2.54562660708071,NA,NA,2.2926011417443966,0.44889899289596574,NA,-0.563657903761333
